,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
8880,8881,10,Spring,2012,Jan,21,0,2,1,1,0.32,0.3333,0.66,0.0896,7,109,116
5213,5214,10,Fall,2011,Aug,3,0,3,1,1,0.7,0.6515,0.58,0.1642,1,3,4
5212,5213,10,Fall,2011,Aug,2,0,3,1,1,0.72,0.6667,0.54,0.1642,1,10,11
5210,5211,10,Fall,2011,Aug,0,0,3,1,1,0.74,0.6667,0.51,0.2239,19,18,37
5222,5223,10,Fall,2011,Aug,12,0,3,1,1,0.82,0.7273,0.38,0.2985,74,166,240
5224,5225,10,Fall,2011,Aug,14,0,3,1,1,0.84,0.7273,0.34,0.3284,62,116,178
5225,5226,10,Fall,2011,Aug,15,0,3,1,1,0.86,0.7424,0.3,0.3284,53,141,194
5953,5954,10,Fall,2011,Sep,14,0,6,0,1,0.74,0.6818,0.55,0.2836,129,230,359
5952,5953,10,Fall,2011,Sep,13,0,6,0,1,0.74,0.6818,0.55,0.2836,131,239,370
5951,5952,10,Fall,2011,Sep,12,0,6,0,1,0.72,0.6818,0.62,0.2239,144,260,404
5950,5951,10,Fall,2011,Sep,11,0,6,0,1,0.72,0.6818,0.62,0.2537,108,252,360
5954,5955,10,Fall,2011,Sep,15,0,6,0,1,0.74,0.6818,0.55,0.2239,217,263,480
5214,5215,10,Fall,2011,Aug,4,0,3,1,1,0.7,0.6515,0.54,0.1343,1,4,5
5215,5216,10,Fall,2011,Aug,5,0,3,1,1,0.68,0.6364,0.61,0.0896,2,30,32
5216,5217,10,Fall,2011,Aug,6,0,3,1,1,0.68,0.6364,0.61,0.0,9,110,119
5217,5218,10,Fall,2011,Aug,7,0,3,1,1,0.7,0.6515,0.58,0.0896,16,289,305
15430,15431,10,Winter,2012,Oct,3,0,3,1,2,0.46,0.4545,0.88,0.0,0,6,6
15436,15437,10,Winter,2012,Oct,9,0,3,1,1,0.54,0.5152,0.6,0.2836,35,331,366
225,226,10,Spring,2011,Jan,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74
223,224,10,Spring,2011,Jan,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47
5956,5957,10,Fall,2011,Sep,17,0,6,0,1,0.74,0.6818,0.55,0.2239,185,275,460
5948,5949,10,Fall,2011,Sep,9,0,6,0,1,0.64,0.5909,0.78,0.2985,39,168,207
5962,5963,10,Fall,2011,Sep,23,0,6,0,2,0.62,0.5606,0.88,0.0,32,107,139
5961,5962,10,Fall,2011,Sep,22,0,6,0,1,0.64,0.5909,0.78,0.0,49,126,175
5960,5961,10,Fall,2011,Sep,21,0,6,0,1,0.64,0.5909,0.78,0.0896,59,171,230
5959,5960,10,Fall,2011,Sep,20,0,6,0,1,0.66,0.6212,0.69,0.1045,78,167,245
2303,2304,10,Summer,2011,Apr,20,0,0,0,1,0.46,0.4545,0.82,0.1343,21,71,92
9602,9603,10,Spring,2012,Feb,1,0,5,1,2,0.28,0.303,0.61,0.0896,2,11,13
9601,9602,10,Spring,2012,Feb,0,0,5,1,2,0.28,0.303,0.65,0.0896,4,39,43
5958,5959,10,Fall,2011,Sep,19,0,6,0,1,0.7,0.6515,0.58,0.1343,101,214,315
5949,5950,10,Fall,2011,Sep,10,0,6,0,1,0.7,0.6515,0.65,0.2537,85,233,318
226,227,10,Spring,2011,Jan,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178
11050,11051,10,Summer,2012,Apr,14,0,2,1,1,0.54,0.5152,0.24,0.194,75,149,224
8879,8880,10,Spring,2012,Jan,20,0,2,1,1,0.34,0.3485,0.53,0.1045,10,190,200
11049,11050,10,Summer,2012,Apr,13,0,2,1,1,0.52,0.5,0.23,0.1642,81,202,283
900,901,10,Spring,2011,Feb,0,0,4,1,3,0.14,0.1364,0.86,0.194,0,16,16
11048,11049,10,Summer,2012,Apr,12,0,2,1,1,0.54,0.5152,0.22,0.2836,75,184,259
11047,11048,10,Summer,2012,Apr,11,0,2,1,1,0.5,0.4848,0.36,0.0,78,161,239
11046,11047,10,Summer,2012,Apr,10,0,2,1,1,0.46,0.4545,0.47,0.1642,49,132,181
6681,6682,10,Winter,2011,Oct,23,1,1,0,2,0.54,0.5152,0.88,0.1045,12,63,75
6680,6681,10,Winter,2011,Oct,22,1,1,0,1,0.56,0.5303,0.88,0.0896,22,104,126
232,233,10,Spring,2011,Jan,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18
231,232,10,Spring,2011,Jan,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24
230,231,10,Spring,2011,Jan,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38
229,230,10,Spring,2011,Jan,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74
5947,5948,10,Fall,2011,Sep,8,0,6,0,1,0.62,0.5758,0.83,0.1642,16,103,119
2302,2303,10,Summer,2011,Apr,19,0,0,0,1,0.5,0.4848,0.77,0.194,47,84,131
2306,2307,10,Summer,2011,Apr,23,0,0,0,1,0.46,0.4545,0.88,0.3582,5,27,32
2304,2305,10,Summer,2011,Apr,21,0,0,0,1,0.44,0.4394,0.88,0.194,18,77,95
5955,5956,10,Fall,2011,Sep,16,0,6,0,1,0.74,0.6818,0.55,0.194,170,261,431
5957,5958,10,Fall,2011,Sep,18,0,6,0,1,0.72,0.6667,0.58,0.194,119,241,360
15439,15440,10,Winter,2012,Oct,12,0,3,1,1,0.54,0.5152,0.56,0.2239,78,312,390
903,904,10,Spring,2011,Feb,4,0,4,1,2,0.14,0.1364,0.59,0.2239,0,1,1
902,903,10,Spring,2011,Feb,2,0,4,1,3,0.14,0.1515,0.8,0.1343,0,3,3
2299,2300,10,Summer,2011,Apr,16,0,0,0,2,0.52,0.5,0.72,0.1642,135,153,288
901,902,10,Spring,2011,Feb,1,0,4,1,3,0.14,0.1515,0.8,0.1343,0,7,7
904,905,10,Spring,2011,Feb,5,0,4,1,2,0.12,0.1212,0.5,0.2239,0,6,6
2298,2299,10,Summer,2011,Apr,15,0,0,0,1,0.5,0.4848,0.77,0.2239,156,141,297
2297,2298,10,Summer,2011,Apr,14,0,0,0,1,0.5,0.4848,0.72,0.194,148,133,281
2295,2296,10,Summer,2011,Apr,12,0,0,0,2,0.42,0.4242,0.88,0.1343,94,136,230
2294,2295,10,Summer,2011,Apr,11,0,0,0,2,0.4,0.4091,0.87,0.1343,93,109,202
2293,2294,10,Summer,2011,Apr,10,0,0,0,2,0.4,0.4091,0.87,0.0,69,81,150
2292,2293,10,Summer,2011,Apr,9,0,0,0,2,0.38,0.3939,0.94,0.1343,31,50,81
2291,2292,10,Summer,2011,Apr,8,0,0,0,2,0.38,0.3939,0.94,0.0896,17,38,55
2290,2291,10,Summer,2011,Apr,7,0,0,0,2,0.36,0.3636,1.0,0.0896,3,7,10
2289,2290,10,Summer,2011,Apr,6,0,0,0,2,0.36,0.3636,0.93,0.0896,0,4,4
2288,2289,10,Summer,2011,Apr,5,0,0,0,2,0.36,0.3636,0.93,0.0896,0,4,4
2287,2288,10,Summer,2011,Apr,4,0,0,0,2,0.36,0.3636,0.93,0.1045,3,2,5
2286,2287,10,Summer,2011,Apr,3,0,0,0,2,0.38,0.3939,0.87,0.1343,5,11,16
2285,2286,10,Summer,2011,Apr,2,0,0,0,2,0.38,0.3939,0.87,0.0896,12,24,36
2284,2285,10,Summer,2011,Apr,1,0,0,0,2,0.38,0.3939,0.87,0.1343,6,31,37
2283,2284,10,Summer,2011,Apr,0,0,0,0,2,0.38,0.3939,0.87,0.0896,5,48,53
2296,2297,10,Summer,2011,Apr,13,0,0,0,1,0.46,0.4545,0.82,0.1045,121,142,263
8877,8878,10,Spring,2012,Jan,18,0,2,1,1,0.4,0.4091,0.4,0.1045,13,372,385
2305,2306,10,Summer,2011,Apr,22,0,0,0,1,0.44,0.4394,0.94,0.2537,12,45,57
7408,7409,10,Winter,2011,Nov,7,0,4,1,2,0.38,0.3939,0.94,0.1642,6,266,272
7421,7422,10,Winter,2011,Nov,20,0,4,1,2,0.36,0.3333,0.62,0.2836,8,160,168
7410,7411,10,Winter,2011,Nov,9,0,4,1,2,0.42,0.4242,0.94,0.1045,23,188,211
13234,13235,10,Fall,2012,Jul,15,0,2,1,1,0.8,0.7121,0.41,0.2239,77,188,265
1551,1552,10,Spring,2011,Mar,0,0,4,1,3,0.34,0.3182,0.0,0.2537,3,0,3
13231,13232,10,Fall,2012,Jul,12,0,2,1,1,0.8,0.7121,0.41,0.1343,69,203,272
13227,13228,10,Fall,2012,Jul,8,0,2,1,1,0.72,0.697,0.74,0.1343,34,615,649
13228,13229,10,Fall,2012,Jul,9,0,2,1,1,0.74,0.697,0.66,0.1343,47,284,331
13225,13226,10,Fall,2012,Jul,6,0,2,1,2,0.68,0.6364,0.79,0.1045,4,183,187
13230,13231,10,Fall,2012,Jul,11,0,2,1,1,0.8,0.7273,0.46,0.194,92,157,249
13229,13230,10,Fall,2012,Jul,10,0,2,1,1,0.76,0.7121,0.62,0.194,56,134,190
13986,13987,10,Fall,2012,Aug,23,0,5,1,1,0.72,0.6818,0.7,0.2836,33,159,192
11778,11779,10,Summer,2012,May,23,0,4,1,1,0.48,0.4697,0.48,0.1045,23,112,135
13242,13243,10,Fall,2012,Jul,23,0,2,1,2,0.64,0.5758,0.89,0.1045,29,74,103
11777,11778,10,Summer,2012,May,22,0,4,1,1,0.5,0.4848,0.42,0.1045,36,196,232
7409,7410,10,Winter,2011,Nov,8,0,4,1,2,0.4,0.4091,0.94,0.0896,18,418,436
11775,11776,10,Summer,2012,May,20,0,4,1,1,0.52,0.5,0.4,0.3284,59,315,374
11774,11775,10,Summer,2012,May,19,0,4,1,1,0.54,0.5152,0.37,0.3582,84,469,553
11773,11774,10,Summer,2012,May,18,0,4,1,1,0.56,0.5303,0.35,0.5224,109,661,770
11772,11773,10,Summer,2012,May,17,0,4,1,1,0.6,0.6212,0.31,0.3881,84,648,732
11771,11772,10,Summer,2012,May,16,0,4,1,1,0.58,0.5455,0.3,0.4627,87,334,421
11770,11771,10,Summer,2012,May,15,0,4,1,1,0.54,0.5152,0.37,0.3881,79,192,271
11769,11770,10,Summer,2012,May,14,0,4,1,1,0.56,0.5303,0.37,0.4179,61,186,247
11768,11769,10,Summer,2012,May,13,0,4,1,1,0.54,0.5152,0.39,0.4478,90,228,318
11767,11768,10,Summer,2012,May,12,0,4,1,1,0.52,0.5,0.48,0.4179,65,207,272
11757,11758,10,Summer,2012,May,2,0,4,1,2,0.48,0.4697,0.88,0.1045,0,3,3
13241,13242,10,Fall,2012,Jul,22,0,2,1,2,0.64,0.5758,0.83,0.1343,14,125,139
13240,13241,10,Fall,2012,Jul,21,0,2,1,3,0.64,0.5758,0.89,0.1045,7,83,90
13239,13240,10,Fall,2012,Jul,20,0,2,1,3,0.64,0.5758,0.83,0.2239,9,75,84
1572,1573,10,Spring,2011,Mar,23,0,4,1,3,0.34,0.3485,0.0,0.0896,1,26,27
1563,1564,10,Spring,2011,Mar,14,0,4,1,3,0.44,0.4394,0.0,0.2985,0,12,12
8865,8866,10,Spring,2012,Jan,6,0,2,1,2,0.18,0.1818,0.93,0.194,0,79,79
14714,14715,10,Fall,2012,Sep,7,0,1,1,1,0.52,0.5,0.68,0.2239,20,427,447
13236,13237,10,Fall,2012,Jul,17,0,2,1,1,0.78,0.7121,0.49,0.194,103,769,872
13237,13238,10,Fall,2012,Jul,18,0,2,1,3,0.7,0.6667,0.74,0.2239,70,749,819
14713,14714,10,Fall,2012,Sep,6,0,1,1,1,0.5,0.4848,0.72,0.1343,8,172,180
8860,8861,10,Spring,2012,Jan,0,0,2,1,2,0.22,0.2424,0.87,0.1045,0,14,14
8862,8863,10,Spring,2012,Jan,2,0,2,1,2,0.22,0.2273,0.87,0.1642,2,2,4
8863,8864,10,Spring,2012,Jan,4,0,2,1,2,0.2,0.2121,0.86,0.1642,0,4,4
13220,13221,10,Fall,2012,Jul,1,0,2,1,1,0.7,0.6667,0.74,0.1343,0,15,15
1552,1553,10,Spring,2011,Mar,1,0,4,1,3,0.34,0.3182,0.0,0.2537,0,2,2
1554,1555,10,Spring,2011,Mar,5,0,4,1,3,0.36,0.3485,0.0,0.194,1,2,3
13233,13234,10,Fall,2012,Jul,14,0,2,1,1,0.82,0.7273,0.38,0.1642,71,171,242
13219,13220,10,Fall,2012,Jul,0,0,2,1,1,0.7,0.6515,0.7,0.0896,16,53,69
13221,13222,10,Fall,2012,Jul,2,0,2,1,1,0.7,0.6667,0.74,0.1343,1,15,16
13232,13233,10,Fall,2012,Jul,13,0,2,1,1,0.82,0.7273,0.38,0.194,77,203,280
13222,13223,10,Fall,2012,Jul,3,0,2,1,1,0.68,0.6364,0.79,0.0,0,3,3
13223,13224,10,Fall,2012,Jul,4,0,2,1,1,0.68,0.6364,0.79,0.1343,0,4,4
13224,13225,10,Fall,2012,Jul,5,0,2,1,1,0.66,0.6061,0.83,0.1343,3,39,42
13226,13227,10,Fall,2012,Jul,7,0,2,1,2,0.7,0.6667,0.74,0.1045,31,489,520
13235,13236,10,Fall,2012,Jul,16,0,2,1,1,0.8,0.7273,0.43,0.2239,89,346,435
13238,13239,10,Fall,2012,Jul,19,0,2,1,3,0.7,0.6667,0.74,0.2239,55,359,414
13983,13984,10,Fall,2012,Aug,20,0,5,1,1,0.74,0.697,0.66,0.2985,55,315,370
13985,13986,10,Fall,2012,Aug,22,0,5,1,1,0.72,0.697,0.74,0.2836,50,168,218
11776,11777,10,Summer,2012,May,21,0,4,1,1,0.5,0.4848,0.42,0.194,19,211,230
11764,11765,10,Summer,2012,May,9,0,4,1,1,0.5,0.4848,0.59,0.4627,62,299,361
13973,13974,10,Fall,2012,Aug,10,0,5,1,1,0.66,0.5909,0.89,0.1045,27,166,193
13974,13975,10,Fall,2012,Aug,11,0,5,1,3,0.68,0.6364,0.79,0.1343,73,178,251
11765,11766,10,Summer,2012,May,10,0,4,1,1,0.5,0.4848,0.51,0.4179,42,112,154
13975,13976,10,Fall,2012,Aug,12,0,5,1,2,0.74,0.697,0.66,0.3582,75,240,315
13976,13977,10,Fall,2012,Aug,13,0,5,1,2,0.76,0.7121,0.58,0.3582,66,224,290
13965,13966,10,Fall,2012,Aug,2,0,5,1,1,0.7,0.6667,0.74,0.1642,6,14,20
13964,13965,10,Fall,2012,Aug,1,0,5,1,1,0.7,0.6515,0.65,0.1045,6,35,41
13963,13964,10,Fall,2012,Aug,0,0,5,1,1,0.7,0.6515,0.65,0.0896,17,68,85
8882,8883,10,Spring,2012,Jan,23,0,2,1,1,0.26,0.2727,0.81,0.1045,3,38,41
8881,8882,10,Spring,2012,Jan,22,0,2,1,1,0.3,0.303,0.7,0.0896,10,104,114
13971,13972,10,Fall,2012,Aug,8,0,5,1,3,0.62,0.5455,0.91,0.1642,7,112,119
13972,13973,10,Fall,2012,Aug,9,0,5,1,2,0.64,0.5758,0.89,0.0,21,199,220
13977,13978,10,Fall,2012,Aug,14,0,5,1,1,0.76,0.7121,0.58,0.3582,71,236,307
13979,13980,10,Fall,2012,Aug,16,0,5,1,1,0.78,0.7273,0.55,0.2985,96,371,467
13980,13981,10,Fall,2012,Aug,17,0,5,1,1,0.8,0.7424,0.52,0.2836,111,619,730
13981,13982,10,Fall,2012,Aug,18,0,5,1,1,0.76,0.7121,0.62,0.2985,88,552,640
13982,13983,10,Fall,2012,Aug,19,0,5,1,1,0.76,0.7121,0.62,0.2836,98,394,492
13984,13985,10,Fall,2012,Aug,21,0,5,1,1,0.74,0.697,0.66,0.2537,50,236,286
7417,7418,10,Winter,2011,Nov,16,0,4,1,3,0.36,0.3485,0.81,0.2239,6,67,73
7415,7416,10,Winter,2011,Nov,14,0,4,1,3,0.36,0.3333,0.87,0.2836,6,58,64
7414,7415,10,Winter,2011,Nov,13,0,4,1,3,0.36,0.3333,0.81,0.3582,9,87,96
7413,7414,10,Winter,2011,Nov,12,0,4,1,2,0.42,0.4242,0.67,0.3582,18,149,167
7412,7413,10,Winter,2011,Nov,11,0,4,1,2,0.46,0.4545,0.67,0.3881,9,99,108
7411,7412,10,Winter,2011,Nov,10,0,4,1,2,0.44,0.4394,0.88,0.2239,17,100,117
13978,13979,10,Fall,2012,Aug,15,0,5,1,1,0.8,0.7424,0.52,0.4478,100,224,324
13970,13971,10,Fall,2012,Aug,7,0,5,1,3,0.64,0.5758,0.89,0.1045,5,128,133
7419,7420,10,Winter,2011,Nov,18,0,4,1,2,0.36,0.3485,0.81,0.1642,10,263,273
11758,11759,10,Summer,2012,May,3,0,4,1,1,0.46,0.4545,0.88,0.2239,0,3,3
11766,11767,10,Summer,2012,May,11,0,4,1,1,0.52,0.5,0.48,0.5224,77,179,256
13966,13967,10,Fall,2012,Aug,3,0,5,1,2,0.72,0.697,0.79,0.194,3,6,9
13967,13968,10,Fall,2012,Aug,4,0,5,1,3,0.7,0.6667,0.84,0.2836,0,7,7
11759,11760,10,Summer,2012,May,4,0,4,1,1,0.46,0.4545,0.77,0.194,0,2,2
13968,13969,10,Fall,2012,Aug,5,0,5,1,3,0.7,0.6667,0.84,0.2836,4,29,33
11761,11762,10,Summer,2012,May,6,0,4,1,1,0.44,0.4394,0.72,0.2239,9,130,139
11762,11763,10,Summer,2012,May,7,0,4,1,1,0.44,0.4394,0.72,0.2985,8,393,401
13969,13970,10,Fall,2012,Aug,6,0,5,1,3,0.64,0.5758,0.89,0.2985,3,41,44
11763,11764,10,Summer,2012,May,8,0,4,1,1,0.46,0.4545,0.67,0.3582,27,603,630
11760,11761,10,Summer,2012,May,5,0,4,1,1,0.46,0.4545,0.72,0.2985,1,23,24
11788,11789,11,Summer,2012,May,9,0,5,1,1,0.48,0.4697,0.41,0.2985,34,288,322
943,944,11,Spring,2011,Feb,22,0,5,1,1,0.2,0.2273,0.64,0.0896,2,41,43
11799,11800,11,Summer,2012,May,20,0,5,1,1,0.62,0.6061,0.25,0.1343,64,277,341
934,935,11,Spring,2011,Feb,13,0,5,1,1,0.24,0.2273,0.35,0.194,21,89,110
944,945,11,Spring,2011,Feb,23,0,5,1,1,0.18,0.2424,0.69,0.0,5,48,53
11780,11781,11,Summer,2012,May,1,0,5,1,1,0.46,0.4545,0.51,0.1343,14,32,46
14734,14735,11,Fall,2012,Sep,3,0,2,1,1,0.48,0.4697,0.67,0.1343,1,7,8
14748,14749,11,Fall,2012,Sep,17,0,2,1,1,0.7,0.6364,0.28,0.0,168,802,970
942,943,11,Spring,2011,Feb,21,0,5,1,1,0.2,0.2121,0.59,0.1343,1,46,47
14754,14755,11,Fall,2012,Sep,23,0,2,1,1,0.54,0.5152,0.68,0.1045,18,91,109
14752,14753,11,Fall,2012,Sep,21,0,2,1,1,0.56,0.5303,0.6,0.1045,28,282,310
936,937,11,Spring,2011,Feb,15,0,5,1,1,0.32,0.3182,0.21,0.1642,12,62,74
935,936,11,Spring,2011,Feb,14,0,5,1,1,0.3,0.2879,0.26,0.2537,17,67,84
14738,14739,11,Fall,2012,Sep,7,0,2,1,1,0.5,0.4848,0.72,0.1045,24,572,596
11787,11788,11,Summer,2012,May,8,0,5,1,1,0.46,0.4545,0.44,0.2537,41,579,620
11790,11791,11,Summer,2012,May,11,0,5,1,1,0.56,0.5303,0.35,0.2537,88,203,291
941,942,11,Spring,2011,Feb,20,0,5,1,1,0.22,0.2273,0.55,0.1343,2,61,63
929,930,11,Spring,2011,Feb,8,0,5,1,1,0.1,0.1212,0.74,0.1642,4,212,216
11781,11782,11,Summer,2012,May,2,0,5,1,1,0.46,0.4545,0.44,0.1642,15,16,31
928,929,11,Spring,2011,Feb,7,0,5,1,1,0.08,0.1667,0.73,0.0,1,73,74
927,928,11,Spring,2011,Feb,6,0,5,1,1,0.1,0.1818,0.68,0.0,1,23,24
14733,14734,11,Fall,2012,Sep,2,0,2,1,1,0.48,0.4697,0.77,0.1642,1,5,6
11782,11783,11,Summer,2012,May,3,0,5,1,1,0.46,0.4545,0.41,0.2836,5,8,13
11783,11784,11,Summer,2012,May,4,0,5,1,1,0.42,0.4242,0.5,0.194,3,6,9
11784,11785,11,Summer,2012,May,5,0,5,1,1,0.42,0.4242,0.47,0.1642,3,23,26
14732,14733,11,Fall,2012,Sep,1,0,2,1,1,0.5,0.4848,0.63,0.0,0,10,10
11785,11786,11,Summer,2012,May,6,0,5,1,1,0.42,0.4242,0.5,0.2537,7,128,135
11779,11780,11,Summer,2012,May,0,0,5,1,1,0.46,0.4545,0.55,0.1045,17,47,64
14731,14732,11,Fall,2012,Sep,0,0,2,1,1,0.52,0.5,0.59,0.1045,5,27,32
939,940,11,Spring,2011,Feb,18,0,5,1,1,0.28,0.3182,0.28,0.0,9,165,174
11794,11795,11,Summer,2012,May,15,0,5,1,1,0.62,0.6061,0.25,0.194,140,299,439
14737,14738,11,Fall,2012,Sep,6,0,2,1,1,0.46,0.4545,0.77,0.1045,11,200,211
11802,11803,11,Summer,2012,May,23,0,5,1,1,0.54,0.5152,0.37,0.194,38,142,180
11801,11802,11,Summer,2012,May,22,0,5,1,1,0.56,0.5303,0.35,0.2239,44,190,234
940,941,11,Spring,2011,Feb,19,0,5,1,1,0.26,0.303,0.33,0.0,7,94,101
14736,14737,11,Fall,2012,Sep,5,0,2,1,1,0.46,0.4545,0.72,0.0896,3,41,44
14735,14736,11,Fall,2012,Sep,4,0,2,1,1,0.48,0.4697,0.72,0.1045,1,8,9
938,939,11,Spring,2011,Feb,17,0,5,1,1,0.3,0.3333,0.24,0.0,18,193,211
937,938,11,Spring,2011,Feb,16,0,5,1,1,0.3,0.2879,0.28,0.194,14,111,125
11800,11801,11,Summer,2012,May,21,0,5,1,1,0.6,0.6061,0.28,0.1045,45,225,270
11786,11787,11,Summer,2012,May,7,0,5,1,1,0.42,0.4242,0.5,0.2537,6,345,351
13243,13244,11,Fall,2012,Jul,0,0,3,1,2,0.66,0.6061,0.83,0.1343,6,38,44
11797,11798,11,Summer,2012,May,18,0,5,1,1,0.64,0.6061,0.23,0.2836,78,518,596
13264,13265,11,Fall,2012,Jul,21,0,3,1,1,0.72,0.6667,0.58,0.2239,69,322,391
13262,13263,11,Fall,2012,Jul,19,0,3,1,1,0.74,0.6667,0.48,0.2239,73,560,633
13261,13262,11,Fall,2012,Jul,18,0,3,1,1,0.78,0.6818,0.38,0.2537,79,735,814
13263,13264,11,Fall,2012,Jul,20,0,3,1,1,0.74,0.6667,0.51,0.1642,73,410,483
13265,13266,11,Fall,2012,Jul,22,0,3,1,1,0.72,0.6667,0.58,0.2537,41,203,244
13266,13267,11,Fall,2012,Jul,23,0,3,1,2,0.7,0.6515,0.58,0.2537,20,132,152
3770,3771,11,Summer,2011,Jun,0,0,6,0,1,0.7,0.6667,0.79,0.1343,28,89,117
4490,4491,11,Fall,2011,Jul,0,0,1,1,1,0.7,0.6515,0.65,0.194,10,25,35
3787,3788,11,Summer,2011,Jun,17,0,6,0,2,0.74,0.6818,0.58,0.1642,147,190,337
3788,3789,11,Summer,2011,Jun,18,0,6,0,2,0.72,0.6818,0.62,0.1343,131,155,286
3789,3790,11,Summer,2011,Jun,19,0,6,0,1,0.7,0.6515,0.65,0.194,97,167,264
3790,3791,11,Summer,2011,Jun,20,0,6,0,1,0.68,0.6364,0.74,0.2537,95,180,275
3791,3792,11,Summer,2011,Jun,21,0,6,0,1,0.66,0.6212,0.74,0.2239,76,144,220
3792,3793,11,Summer,2011,Jun,22,0,6,0,1,0.66,0.6061,0.78,0.2239,53,137,190
3793,3794,11,Summer,2011,Jun,23,0,6,0,1,0.66,0.6212,0.74,0.1045,24,107,131
3786,3787,11,Summer,2011,Jun,16,0,6,0,2,0.8,0.7273,0.46,0.194,169,225,394
4498,4499,11,Fall,2011,Jul,8,0,1,1,1,0.74,0.697,0.66,0.2836,35,385,420
4497,4498,11,Fall,2011,Jul,7,0,1,1,1,0.7,0.6667,0.74,0.2537,28,289,317
4496,4497,11,Fall,2011,Jul,6,0,1,1,1,0.68,0.6364,0.74,0.194,19,102,121
4495,4496,11,Fall,2011,Jul,5,0,1,1,1,0.66,0.6212,0.74,0.1343,5,21,26
4494,4495,11,Fall,2011,Jul,4,0,1,1,1,0.66,0.6212,0.74,0.2239,0,4,4
4493,4494,11,Fall,2011,Jul,3,0,1,1,1,0.68,0.6364,0.65,0.1642,2,8,10
4492,4493,11,Fall,2011,Jul,2,0,1,1,1,0.7,0.6515,0.61,0.2239,8,4,12
13246,13247,11,Fall,2012,Jul,3,0,3,1,1,0.64,0.5758,0.89,0.1343,0,5,5
13252,13253,11,Fall,2012,Jul,9,0,3,1,2,0.7,0.6667,0.74,0.1343,30,298,328
13259,13260,11,Fall,2012,Jul,16,0,3,1,1,0.8,0.7121,0.38,0.194,53,358,411
13257,13258,11,Fall,2012,Jul,14,0,3,1,1,0.8,0.7121,0.41,0.2239,66,175,241
13994,13995,11,Fall,2012,Aug,7,0,6,0,1,0.64,0.5758,0.83,0.0896,8,54,62
13993,13994,11,Fall,2012,Aug,6,0,6,0,2,0.62,0.5606,0.88,0.1045,5,18,23
13992,13993,11,Fall,2012,Aug,5,0,6,0,1,0.62,0.5606,0.88,0.1045,2,9,11
13991,13992,11,Fall,2012,Aug,4,0,6,0,1,0.62,0.5758,0.83,0.1045,3,7,10
13990,13991,11,Fall,2012,Aug,3,0,6,0,3,0.62,0.5758,0.83,0.1642,2,19,21
13989,13990,11,Fall,2012,Aug,2,0,6,0,3,0.64,0.5909,0.78,0.194,19,66,85
13988,13989,11,Fall,2012,Aug,1,0,6,0,1,0.66,0.6212,0.74,0.2239,32,84,116
13987,13988,11,Fall,2012,Aug,0,0,6,0,1,0.7,0.6515,0.7,0.2836,38,142,180
13997,13998,11,Fall,2012,Aug,10,0,6,0,1,0.72,0.6818,0.62,0.0896,125,282,407
14010,14011,11,Fall,2012,Aug,23,0,6,0,3,0.66,0.6061,0.78,0.1642,42,121,163
8891,8892,11,Spring,2012,Jan,8,0,3,1,1,0.2,0.2273,0.82,0.1045,11,488,499
4491,4492,11,Fall,2011,Jul,1,0,1,1,1,0.7,0.6515,0.61,0.2836,5,5,10
13258,13259,11,Fall,2012,Jul,15,0,3,1,1,0.8,0.7121,0.41,0.2537,56,220,276
13254,13255,11,Fall,2012,Jul,11,0,3,1,2,0.76,0.7121,0.58,0.1343,56,173,229
13253,13254,11,Fall,2012,Jul,10,0,3,1,2,0.72,0.6818,0.62,0.1343,47,148,195
13260,13261,11,Fall,2012,Jul,17,0,3,1,1,0.8,0.697,0.31,0.2239,90,740,830
13251,13252,11,Fall,2012,Jul,8,0,3,1,2,0.68,0.6364,0.79,0.1642,30,644,674
13250,13251,11,Fall,2012,Jul,7,0,3,1,2,0.66,0.6061,0.83,0.1045,26,471,497
13249,13250,11,Fall,2012,Jul,6,0,3,1,1,0.64,0.5758,0.89,0.1343,17,168,185
13248,13249,11,Fall,2012,Jul,5,0,3,1,1,0.64,0.5758,0.89,0.0,5,36,41
13247,13248,11,Fall,2012,Jul,4,0,3,1,1,0.64,0.5758,0.89,0.1343,1,6,7
13245,13246,11,Fall,2012,Jul,2,0,3,1,1,0.64,0.5758,0.89,0.0,0,5,5
13244,13245,11,Fall,2012,Jul,1,0,3,1,1,0.64,0.5758,0.89,0.0,3,11,14
13256,13257,11,Fall,2012,Jul,13,0,3,1,2,0.8,0.7121,0.42,0.1642,65,208,273
13255,13256,11,Fall,2012,Jul,12,0,3,1,2,0.78,0.697,0.43,0.0,69,223,292
13995,13996,11,Fall,2012,Aug,8,0,6,0,1,0.66,0.6061,0.83,0.1045,30,132,162
4502,4503,11,Fall,2011,Jul,12,0,1,1,1,0.84,0.803,0.53,0.2836,40,108,148
